id,name,album,artists,duration_ms,popularity
3CjeDMzL35p8ioIBZwPlii,Last Night 2,"{'id': '7elvdySQbQhXsQmrXhXP71', 'name': 'SHOW ME THE HAZEL', 'release_date': '2024-11-27', 'album_type': 'album', 'total_tracks': 14}","[{'id': '4ZFRJP4p2Ul4kGnKrEn5W2', 'name': 'Hazel', 'genres': ['vietnamese hip hop', 'drill', 'vietnam indie', 'v-pop']}, {'id': '0TkVD1db28vwnS8e3QpEeX', 'name': 'NxT', 'genres': ['vietnamese hip hop', 'v-pop']}]",193333,47
3hnRCIHz9yoPyfUdKAfkN0,Sần Sùi,"{'id': '1BAt4rK4e85Hl8WvGi3s7p', 'name': '131KM', 'release_date': '2025-06-28', 'album_type': 'album', 'total_tracks': 23}","[{'id': '5kooMseQPNPTz5y1UCM5UR', 'name': 'Pjpo', 'genres': ['vietnamese hip hop', 'v-pop', 'vietnam indie']}, {'id': '55YrB6LSt3ZShzAiBXTEcA', 'name': '$A Milo', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '1DsxcBE0S8R9btRREUb43A', 'name': 'Liêm Hiếu', 'genres': ['vietnam indie', 'vietnamese hip hop', 'v-pop']}]",167408,26
7M7mWtzdWwmZVXYH2FFo0V,Dại Kher,"{'id': '2GKtP6VgMgssm6suE3mxUU', 'name': 'Dại Kher', 'release_date': '2022-02-27', 'album_type': 'single', 'total_tracks': 1}","[{'id': '6w4Cn8sKMa6PYhT91LoTTy', 'name': 'Sony Tran', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '6kFhNMq6O8P5QKdqlGMUVW', 'name': 'Tage', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '0JggLWdYe1p6oHZoHpyPSD', 'name': 'Blacka', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '1i9boYyWPAZZLSrDcIov6U', 'name': 'Gxxfy', 'genres': ['vietnamese hip hop', 'v-pop']}]",254608,39
28bxbqNcAuNxYDZYet6eZ7,Chỉ Một Đêm Nữa Thôi,"{'id': '1vi1WySkgPGkbR8NnQzlXu', 'name': '99%', 'release_date': '2023-03-02', 'album_type': 'album', 'total_tracks': 16}","[{'id': '1zSv9qZANOWB4HRE8sxeTL', 'name': 'RPT MCK', 'genres': ['vietnamese hip hop', 'v-pop', 'vietnam indie']}, {'id': '3diftVOq7aEIebXKkC34oR', 'name': 'tlinh', 'genres': ['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']}]",141760,57
5qz0KKGT5yiXI1rs2Cssgg,Girl Hà Nội,"{'id': '5wxL3eNFSRupI3VMFRhBxK', 'name': 'Girl Hà Nội', 'release_date': '2025-08-21', 'album_type': 'single', 'total_tracks': 2}","[{'id': '6uAa2LaYiWLsy8FlwtKvay', 'name': 'SIXTYUPTOWN', 'genres': ['vietnamese hip hop', 'v-pop', 'vietnam indie']}, {'id': '5xY6E5PMZNtz9jDvxTRiGI', 'name': 'Dangrangto', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '0QRUD41ltP8vhaAIxMZb2H', 'name': 'Lu', 'genres': ['v-pop', 'vietnamese hip hop', 'vietnam indie']}, {'id': '1njilcHXinpoFdb02K4sK2', 'name': 'Rem', 'genres': []}]",234500,47
5qz0KKGT5yiXI1rs2Cssgg,Girl Hà Nội,"{'id': '5wxL3eNFSRupI3VMFRhBxK', 'name': 'Girl Hà Nội', 'release_date': '2025-08-21', 'album_type': 'single', 'total_tracks': 2}","[{'id': '6uAa2LaYiWLsy8FlwtKvay', 'name': 'SIXTYUPTOWN', 'genres': ['vietnamese hip hop', 'v-pop', 'vietnam indie']}, {'id': '5xY6E5PMZNtz9jDvxTRiGI', 'name': 'Dangrangto', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '0QRUD41ltP8vhaAIxMZb2H', 'name': 'Lu', 'genres': ['v-pop', 'vietnamese hip hop', 'vietnam indie']}, {'id': '1njilcHXinpoFdb02K4sK2', 'name': 'Rem', 'genres': []}]",234500,47
38MI5LpTajiO3A0DQGcCmu,Suit & Tie,"{'id': '1vi1WySkgPGkbR8NnQzlXu', 'name': '99%', 'release_date': '2023-03-02', 'album_type': 'album', 'total_tracks': 16}","[{'id': '1zSv9qZANOWB4HRE8sxeTL', 'name': 'RPT MCK', 'genres': ['vietnamese hip hop', 'v-pop', 'vietnam indie']}, {'id': '6xRZoWlE9twEkMC5NW4Z9f', 'name': 'Hoàng Tôn', 'genres': ['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']}]",238330,46
6q42pV3CoQm2NpgMaltOhg,WITH YOU (feat. UyenPhuong),"{'id': '3mnWnKEch6BpQrOlqagSuB', 'name': 'WITH YOU (feat. UyenPhuong)', 'release_date': '2021-03-30', 'album_type': 'single', 'total_tracks': 1}","[{'id': '3C0xz8C1I3WMdN7FYzar0a', 'name': 'SICK-IES', 'genres': ['v-pop']}, {'id': '1fVgVYrrwzbAvWo8z09Tb5', 'name': 'Uyên Phương', 'genres': ['vietnamese bolero', 'new wave']}]",226096,2
2FocETJ2BjvBioo9PsIkpv,Sao Em Không Nói,"{'id': '4mkkPbBziN1HNxbwasniph', 'name': 'Sao Em Không Nói', 'release_date': '2021-06-28', 'album_type': 'single', 'total_tracks': 2}","[{'id': '0UyTscBfKB6ILapfawqhFB', 'name': 'Haukong', 'genres': ['v-pop', 'vietnamese hip hop']}, {'id': '27yyGKpmW2nU5uUrMv2a2x', 'name': 'Young Milo', 'genres': ['vietnamese hip hop', 'melodic rap']}]",178908,15
2vQ2BhEAC1OP5t98Dg1i1L,Trôi Qua Quá Nhiều,"{'id': '4XTQ4Gtb7ufWkayCds9iRh', 'name': 'Never Love Again', 'release_date': '2024-07-31', 'album_type': 'album', 'total_tracks': 8}","[{'id': '3oD2yI1g6aT3KawHD8ZYaU', 'name': 'TeuYungBoy', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '41WKQqzcB7tx9CAwf2D6zI', 'name': 'ZEXZEX', 'genres': ['melodic rap', 'vietnamese hip hop']}]",158324,31
4br9EerdxCl7n0me6PLPQL,Mắt Xanh,"{'id': '7t4Jb2f9V8gCd8RrtUanMq', 'name': 'Mắt Xanh', 'release_date': '2022-12-10', 'album_type': 'single', 'total_tracks': 1}","[{'id': '5Hv9MhUFvGlYurce5BDRUh', 'name': 'Gill', 'genres': ['vietnamese hip hop', 'v-pop', 'vietnam indie']}, {'id': '3diftVOq7aEIebXKkC34oR', 'name': 'tlinh', 'genres': ['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']}, {'id': '0wATZebE9ZNj7fTjTdwiJB', 'name': 'Kewtiie', 'genres': ['v-pop', 'vietnamese hip hop', 'vietnam indie']}]",169514,52
7fNHfgOxPLcg4mQLhCnOHB,XTC (Xích Thêm Chút) (Remix),"{'id': '3ULu7EK5sl1zUdx2r7D15E', 'name': 'Rapitalove', 'release_date': '2021-06-21', 'album_type': 'single', 'total_tracks': 6}","[{'id': '0wqus4nTxIoJvLZLwBt8Df', 'name': 'Rapital', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '1yx4rYyjUYupI7Ji1YvXRh', 'name': 'Groovie Lã Thắng', 'genres': ['vietnam indie', 'vietnamese hip hop', 'v-pop', 'vietnamese lo-fi']}, {'id': '3diftVOq7aEIebXKkC34oR', 'name': 'tlinh', 'genres': ['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']}, {'id': '1zSv9qZANOWB4HRE8sxeTL', 'name': 'RPT MCK', 'genres': ['vietnamese hip hop', 'v-pop', 'vietnam indie']}]",243750,60
2PxdyAz13mYz5enENzzVzh,cô í (em còn nhớ anh hông remix),"{'id': '3QUzp6HPBB0mM6RUyJAaeS', 'name': 'cô í (em còn nhớ anh hông remix)', 'release_date': '2025-07-25', 'album_type': 'single', 'total_tracks': 1}","[{'id': '620SGhgUsNYFnVULyiGCeL', 'name': 'RPT TC', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '1a5xng2PtKhBg2fiUgqGCb', 'name': 'B E E R U $', 'genres': ['vinahouse']}]",161076,29
1yhuebMkk7NrGmbGn30dtS,Fallen Angel,"{'id': '6oWMQTB3bZOwqqBdkSYpyP', 'name': 'Fallen Angel', 'release_date': '2021-11-08', 'album_type': 'single', 'total_tracks': 1}","[{'id': '2cpy7oSJChtKLIGNJQaYV8', 'name': 'Bry', 'genres': ['new wave']}]",199488,1
3TBZ2VchMRulZU8SbJx0Sc,Việc Nên Làm,"{'id': '0Vroo2lvsi4jASGrBTyoxH', 'name': 'GOLDEN BOY', 'release_date': '2024-01-06', 'album_type': 'album', 'total_tracks': 16}","[{'id': '2lnesmkx2eGDj0wTUv61Ch', 'name': 'Rocky CDE', 'genres': ['vietnamese hip hop', 'v-pop', 'vinahouse']}, {'id': '5xY6E5PMZNtz9jDvxTRiGI', 'name': 'Dangrangto', 'genres': ['vietnamese hip hop', 'v-pop']}, {'id': '3QjJx8Yp2mXYoHtiPI7VMI', 'name': 'VCC Left Hand', 'genres': ['vietnamese hip hop', 'v-pop', 'vinahouse']}]",274212,49
6BrkVzB76maKNqcryCmd1c,Khi 22,"{'id': '5RqSAt1rbN0shxXTcZkWRs', 'name': 'ĐÔI CHÂN ĐI', 'release_date': '2025-06-06', 'album_type': 'album', 'total_tracks': 17}","[{'id': '4jQZaxfgwiUJFQagCyZNV4', 'name': 'Ricky Star', 'genres': ['vietnamese hip hop', 'v-pop', 'vietnam indie']}, {'id': '0JggLWdYe1p6oHZoHpyPSD', 'name': 'Blacka', 'genres': ['vietnamese hip hop', 'v-pop']}]",248785,46
